,PLAYER,AFFILIATION,OVERALL PICK,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FGPercent,ThreePM,ThreePA,ThreePPercent,FTM,FTA,FTPercent,OREB,DREB,REB,AST,TOV,STL,BLK,PF,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD,ROOKIE
431,Miles Plumlee,Duke,26,2012,IND,14,3.9,0.9,0.4,1.5,23.8,0.0,0.0,0.0,0.2,0.3,75.0,0.9,0.7,1.6,0.1,0.2,0.0,0.2,0.4,2.11,113.0,Center,0,1,0,0,0
432,Arnett Moultrie,Mississippi State,27,2012,PHI,47,11.5,3.7,1.7,2.9,58.2,0.0,0.0,0.0,0.4,0.6,64.3,1.6,1.5,3.1,0.2,0.4,0.4,0.2,0.9,2.08,109.0,Forward,0,0,1,0,0
433,Perry Jones III,Baylor,28,2012,OKC,38,7.4,2.3,1.0,2.6,39.4,0.0,0.1,0.0,0.3,0.4,66.7,0.3,1.3,1.6,0.3,0.4,0.1,0.2,0.6,2.11,107.0,Forward,0,0,1,0,0
434,Marquis Teague,Kentucky,29,2012,CHI,48,8.2,2.1,0.9,2.4,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0.9,1.3,0.7,0.2,0.1,1.0,1.88,86.0,Guard,0,0,0,1,0
435,Festus Ezeli,Vanderbilt,30,2012,GSW,78,14.4,2.4,0.9,2.2,43.8,0.0,0.0,0.0,0.6,1.0,53.1,1.8,2.2,4.0,0.3,0.8,0.3,0.9,2.0,2.11,120.0,Center,0,1,0,0,0
436,Tomas Satoransky,CB Sevilla (Spain),32,2016,WAS,57,12.6,2.7,1.1,2.6,41.5,0.2,0.6,24.3,0.4,0.6,69.7,0.4,1.0,1.5,1.6,0.7,0.5,0.1,1.1,2.01,95.0,Guard,0,0,0,1,0
437,Bernard James,Florida State,33,2012,DAL,46,9.9,2.8,1.2,2.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.1,1.7,2.8,0.1,0.4,0.3,0.8,1.4,2.08,107.0,Center,0,1,0,0,0
438,Jae Crowder,Marquette,34,2012,DAL,78,17.3,5.0,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,2.4,1.2,0.6,0.8,0.2,1.6,1.98,107.0,Forward,0,0,1,0,0
439,Draymond Green,Michigan State,35,2012,GSW,79,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.7,0.6,0.5,0.3,2.0,1.98,104.0,Forward,0,0,1,0,0
440,Quincy Miller,Baylor,38,2012,DEN,7,3.7,1.3,0.6,1.7,33.3,0.0,0.1,0.0,0.1,0.3,50.0,0.1,0.1,0.3,0.4,0.1,0.1,0.0,0.4,2.06,95.0,Forward,0,0,1,0,0
441,Khris Middleton,Texas A&M,39,2012,DET,27,17.6,6.1,2.3,5.2,44.0,0.5,1.7,31.1,1.0,1.2,84.4,0.1,1.7,1.9,1.0,0.4,0.6,0.1,2.0,2.01,101.0,Forward,0,0,1,0,0
442,Will Barton,Memphis,40,2012,POR,73,12.2,4.0,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2.0,0.8,0.8,0.5,0.1,0.8,1.96,82.0,Guard,0,0,0,1,0
443,Doron Lamb,Kentucky,42,2012,MIL,23,12.2,3.4,1.4,4.1,34.7,0.2,0.7,25.0,0.3,0.7,53.3,0.1,0.6,0.7,0.9,0.7,0.3,0.0,1.2,1.93,91.0,Guard,0,0,0,1,0
444,Mike Scott,Virginia,43,2012,ATL,40,9.4,4.6,1.8,3.7,47.6,0.0,0.0,0.0,1.1,1.4,76.8,1.0,1.8,2.8,0.3,0.5,0.1,0.1,0.8,2.01,108.0,Forward,0,0,1,0,0
445,Kim English,Missouri,44,2012,DET,41,9.9,2.9,1.0,2.7,37.5,0.3,1.2,28.0,0.5,0.7,72.4,0.2,0.7,0.9,0.6,0.5,0.4,0.1,1.1,1.98,91.0,Guard,0,0,0,1,0
446,Justin Hamilton,Louisiana State,45,2013,CHA,1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.13,116.0,Center,0,1,0,0,0
447,Kevin Murphy,Tennessee Tech,47,2012,UTA,17,3.1,0.9,0.4,1.6,25.0,0.1,0.3,20.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.1,0.0,0.2,1.98,84.0,Guard,0,0,0,1,0
448,Kyle O'Quinn,Norfolk State,49,2012,ORL,57,11.2,4.1,1.8,3.5,51.3,0.0,0.0,0.0,0.5,0.8,66.7,1.1,2.5,3.7,0.9,0.6,0.2,0.5,1.9,2.06,113.0,Center-Forward,0,1,1,0,0
449,Kris Joseph,Syracuse,51,2012,BOS,6,3.9,1.2,0.3,1.8,18.2,0.0,0.3,0.0,0.5,0.7,75.0,0.2,0.7,0.8,0.2,0.3,0.0,0.0,0.3,2.01,95.0,Forward,0,0,1,0,0
450,Ognjen Kuzmic,CB Axarquia (Spain),52,2013,GSW,21,4.4,0.7,0.2,0.6,38.5,0.0,0.0,0.0,0.2,0.5,45.5,0.5,0.5,1.0,0.1,0.5,0.1,0.2,0.8,2.13,118.0,Center,0,1,0,0,0
451,Furkan Aldemir,Galatasaray S.K. (Turkey),53,2014,PHI,41,13.2,2.3,1.0,1.9,51.3,0.0,0.1,0.0,0.3,0.7,48.1,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.08,109.0,Forward-Center,0,1,1,0,0
452,Robbie Hummel,Purdue,58,2013,MIN,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.2,0.3,0.0,1.1,2.06,99.0,Forward,0,0,1,0,0
453,Robert Sacre,Gonzaga,60,2012,LAL,32,6.4,1.3,0.6,1.5,37.5,0.0,0.0,0.0,0.2,0.3,63.6,0.3,0.8,1.1,0.2,0.3,0.0,0.3,1.2,2.13,122.0,Center,0,1,0,0,0
454,Victor Oladipo,Indiana,2,2013,ORL,80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4.0,78.0,0.5,3.6,4.1,4.1,3.2,1.6,0.5,2.6,1.93,97.0,Guard,0,0,0,1,0
455,Otto Porter Jr.,Georgetown,3,2013,WAS,37,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19.0,0.2,0.3,66.7,0.6,1.0,1.5,0.3,0.4,0.2,0.0,0.7,2.03,90.0,Forward,0,0,1,0,0
456,Cody Zeller,Indiana,4,2013,CHA,82,17.3,6.0,2.1,4.9,42.6,0.0,0.0,0.0,1.8,2.4,73.0,1.4,2.9,4.3,1.1,1.1,0.5,0.5,2.1,2.11,109.0,Forward-Center,0,1,1,0,0
457,Alex Len,Maryland,5,2013,PHX,42,8.6,2.0,0.8,1.9,42.3,0.0,0.0,0.0,0.5,0.7,64.5,0.9,1.4,2.4,0.1,0.6,0.1,0.4,1.6,2.13,113.0,Center,0,1,0,0,0
458,Nerlens Noel,Kentucky,6,2014,PHI,75,30.8,9.9,4.0,8.7,46.2,0.0,0.0,0.0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.9,1.8,1.9,2.8,2.11,100.0,Center-Forward,0,1,1,0,0
459,Ben McLemore,Kansas,7,2013,SAC,82,26.7,8.8,3.1,8.3,37.6,1.2,3.6,32.0,1.4,1.7,80.4,0.6,2.2,2.9,1.0,1.2,0.5,0.2,2.5,1.91,88.0,Guard,0,0,0,1,0
460,CJ McCollum,Lehigh,10,2013,POR,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.9,0.4,0.1,1.4,1.91,86.0,Guard,0,0,0,1,0
461,Steven Adams,Pittsburgh,12,2013,OKC,81,14.8,3.3,1.1,2.3,50.3,0.0,0.0,0.0,1.0,1.7,58.1,1.8,2.3,4.1,0.5,0.9,0.5,0.7,2.5,2.11,120.0,Center,0,1,0,0,0
462,Kelly Olynyk,Gonzaga,13,2013,BOS,70,20,8.7,3.3,7.2,46.6,0.6,1.6,35.1,1.4,1.7,81.1,2.0,3.2,5.2,1.6,1.5,0.5,0.4,3.2,2.11,109.0,Forward-Center,0,1,1,0,0
463,Shabazz Muhammad,California-Los Angeles,14,2013,MIN,37,7.8,3.9,1.5,3.4,46.0,0.1,0.3,27.3,0.7,1.1,65.0,0.6,0.8,1.4,0.2,0.4,0.2,0.0,0.6,1.98,100.0,Guard-Forward,0,0,1,1,0
464,Giannis Antetokounmpo,Basket Zaragoza 2002 (Spain),15,2013,MIL,77,24.6,6.8,2.2,5.4,41.4,0.5,1.5,34.7,1.8,2.6,68.3,1.0,3.4,4.4,1.9,1.6,0.8,0.8,2.2,2.11,110.0,Forward,0,0,1,0,0
465,Lucas Nogueira,CB Estudiantes (Spain),16,2014,TOR,6,3.8,1.0,0.3,1.3,25.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3,1.5,1.8,0.2,0.3,0.3,0.0,1.0,2.13,100.0,Center,0,1,0,0,0
466,Dennis Schroder,Basketball Lowen Braunschweig (Germany),17,2013,ATL,49,13.1,3.7,1.5,3.8,38.3,0.2,0.9,23.8,0.6,0.9,67.4,0.1,1.1,1.2,1.9,1.2,0.3,0.0,1.1,1.85,78.0,Guard,0,0,0,1,0
467,Shane Larkin,Miami (FL),18,2013,DAL,48,10.2,2.8,1.1,2.9,38.0,0.3,0.8,31.6,0.3,0.5,64.0,0.2,0.6,0.9,1.5,0.8,0.5,0.0,1.0,1.8,79.0,Guard,0,0,0,1,0
468,Sergey Karasev,B.C. Zenit Saint Petersburg (Russia),19,2013,CLE,22,7.1,1.7,0.5,1.6,34.3,0.2,0.9,21.1,0.4,0.5,90.0,0.0,0.7,0.7,0.3,0.5,0.1,0.0,1.0,2.01,94.0,Guard-Forward,0,0,1,1,0
469,Tony Snell,New Mexico,20,2013,CHI,77,16,4.5,1.7,4.4,38.4,0.7,2.3,32.0,0.4,0.5,75.6,0.2,1.4,1.6,0.9,0.6,0.4,0.2,1.1,1.98,97.0,Guard,0,0,0,1,0
470,Gorgui Dieng,Louisville,21,2013,MIN,60,13.6,4.8,1.9,3.8,49.8,0.0,0.0,100.0,1.0,1.6,63.4,1.7,3.3,5.0,0.7,0.9,0.5,0.8,1.8,2.08,112.0,Center,0,1,0,0,0
471,Mason Plumlee,Duke,22,2013,BKN,70,18.2,7.4,2.8,4.3,65.9,0.0,0.0,0.0,1.7,2.8,62.6,1.4,3.0,4.4,0.9,1.1,0.7,0.8,2.4,2.11,115.0,Forward-Center,0,1,1,0,0
472,Tim Hardaway Jr.,Michigan,24,2013,NYK,81,23.2,10.2,3.6,8.5,42.8,1.6,4.4,36.3,1.3,1.6,82.8,0.2,1.3,1.5,0.8,0.6,0.5,0.1,1.8,1.96,93.0,Guard-Forward,0,0,1,1,0
473,Reggie Bullock,North Carolina,25,2013,LAC,43,9.2,2.7,1.0,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1.0,1.3,0.3,0.3,0.2,0.0,0.6,1.98,93.0,Guard-Forward,0,0,1,1,0
474,Rudy Gobert,Cholet Basket (France),27,2013,UTA,45,9.6,2.3,0.8,1.6,48.6,0.0,0.0,0.0,0.7,1.4,49.2,1.1,2.3,3.4,0.2,0.7,0.2,0.9,1.3,2.16,117.0,Center,0,1,0,0,0
475,Archie Goodwin,Kentucky,29,2013,PHX,52,10.2,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.8,0.4,0.2,0.9,1.96,93.0,Guard,0,0,0,1,0
476,Nemanja Nedovic,BC Lietuvos rytas (Lithuania),30,2013,GSW,24,5.9,1.1,0.3,1.6,20.5,0.1,0.8,16.7,0.3,0.3,87.5,0.1,0.5,0.6,0.5,0.5,0.0,0.0,0.5,1.91,87.0,Guard,0,0,0,1,0
477,Carrick Felix,Arizona State,33,2013,CLE,7,5.4,2.7,1.0,2.0,50.0,0.3,0.7,40.0,0.4,0.6,75.0,0.1,0.7,0.9,0.6,0.6,0.0,0.0,0.6,1.98,91.0,Guard-Forward,0,0,1,1,0
478,Grant Jerrett,Arizona,40,2014,OKC,5,5,1.4,0.6,3.4,17.6,0.2,2.6,7.7,0.0,0.0,0.0,0.2,0.6,0.8,0.2,0.4,0.0,0.4,1.4,2.08,105.0,Forward,0,0,1,0,0
479,Jamaal Franklin,San Diego State,41,2013,MEM,21,7.7,1.9,0.8,1.9,41.0,0.2,0.5,45.5,0.1,0.1,100.0,0.2,0.9,1.1,0.3,0.5,0.2,0.1,1.1,1.96,87.0,Guard,0,0,0,1,0
480,Ricky Ledo,Providence,43,2013,DAL,11,3,1.7,0.5,1.5,35.3,0.3,0.7,37.5,0.4,0.4,100.0,0.0,0.2,0.2,0.2,0.2,0.1,0.0,0.2,2.01,88.0,Guard,0,0,0,1,0
481,Mike Muscala,Bucknell,44,2013,ATL,20,10.7,3.8,1.6,3.7,42.5,0.0,0.2,0.0,0.7,0.7,100.0,0.9,1.8,2.6,0.4,0.6,0.2,0.5,1.5,2.08,109.0,Forward-Center,0,1,1,0,0
482,Raul Neto,San Sebastian Gipuzkoa BC (Spain),47,2015,UTA,81,18.5,5.9,2.2,5.2,43.1,0.8,2.0,39.5,0.6,0.9,74.3,0.2,1.3,1.5,2.1,1.3,0.8,0.0,1.5,1.88,82.0,Guard,0,0,0,1,0
483,Ryan Kelly,Duke,48,2013,LAL,59,22.2,8.0,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3.0,3.7,1.6,0.8,0.5,0.8,2.5,2.11,104.0,Forward,0,0,1,0,0
484,Erik Murphy,Florida,49,2013,CHI,24,2.6,0.3,0.1,0.5,23.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.3,0.1,0.1,0.0,0.2,0.3,2.08,104.0,Forward,0,0,1,0,0
485,Joffrey Lauvergne,KK Partizan (Serbia),55,2014,DEN,24,11.2,3.9,1.5,3.7,40.4,0.1,0.7,18.8,0.8,1.2,64.3,1.1,2.1,3.2,0.5,0.9,0.3,0.4,1.8,2.11,118.0,Center,0,1,0,0,0
486,Peyton Siva,Louisville,56,2013,DET,24,9.3,2.3,0.8,2.4,31.6,0.3,1.0,28.0,0.5,0.6,73.3,0.1,0.5,0.6,1.4,0.8,0.4,0.0,1.1,1.83,84.0,Guard,0,0,0,1,0
487,Andrew Wiggins,Kansas,1,2014,MIN,82,36.2,16.9,6.1,13.9,43.7,0.5,1.5,31.0,4.3,5.7,76.0,1.6,2.9,4.6,2.1,2.2,1.0,0.6,2.3,2.01,89.0,Forward,1,0,1,0,0
488,Joel Embiid,Kansas,3,2016,PHI,31,25.4,20.2,6.5,13.8,46.6,1.2,3.2,36.7,6.2,7.9,78.3,2.0,5.9,7.8,2.1,3.8,0.9,2.5,3.6,2.13,127.0,Center-Forward,0,1,1,0,0
489,Aaron Gordon,Arizona,4,2014,ORL,47,17,5.2,2.0,4.4,44.7,0.3,1.0,27.1,0.9,1.3,72.1,1.0,2.6,3.6,0.7,0.8,0.4,0.5,1.8,2.03,107.0,Forward,0,0,1,0,0
490,Dante Exum,Australian Institute of Sport (Australia),5,2014,UTA,82,22.2,4.8,1.8,5.1,34.9,1.0,3.2,31.4,0.2,0.4,62.5,0.3,1.3,1.6,2.4,1.4,0.5,0.2,1.8,1.96,97.0,Guard,0,0,0,1,0
491,Marcus Smart,Oklahoma State,6,2014,BOS,67,27,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.3,1.5,0.3,2.6,1.93,100.0,Guard,0,0,0,1,0
492,Julius Randle,Kentucky,7,2014,LAL,1,13.6,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.03,113.0,Forward-Center,0,1,1,0,0
493,Nik Stauskas,Michigan,8,2014,SAC,73,15.4,4.4,1.5,4.1,36.5,0.7,2.0,32.2,0.8,0.9,85.9,0.2,1.1,1.2,0.9,0.5,0.3,0.2,1.3,1.98,94.0,Guard,0,0,0,1,0
494,Elfrid Payton,Louisiana-Lafayette,10,2014,ORL,82,30.3,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,1.3,3.0,4.3,6.5,2.5,1.7,0.2,2.4,1.91,88.0,Guard,0,0,0,1,0
495,Doug McDermott,Creighton,11,2014,CHI,36,8.9,3.0,1.2,3.0,40.2,0.4,1.1,31.7,0.3,0.4,66.7,0.2,1.0,1.2,0.2,0.5,0.1,0.0,0.8,2.01,102.0,Forward,0,0,1,0,0
496,Dario Saric,KK Cibona (Croatia),12,2016,PHI,81,26.3,12.8,4.7,11.4,41.1,1.3,4.2,31.1,2.1,2.7,78.2,1.4,5.0,6.3,2.2,2.3,0.7,0.4,2.0,2.08,102.0,Forward-Center,0,1,1,0,0
497,Zach LaVine,California-Los Angeles,13,2014,MIN,77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,2.5,0.7,0.1,2.1,1.96,91.0,Guard-Forward,0,0,1,1,0
498,T.J. Warren,North Carolina State,14,2014,PHX,40,15.4,6.1,2.8,5.4,52.8,0.1,0.5,23.8,0.4,0.5,73.7,1.0,1.1,2.1,0.6,0.7,0.5,0.2,1.3,2.03,100.0,Forward,0,0,1,0,0
499,Jusuf Nurkic,KK Cedevita (Croatia),16,2014,DEN,62,17.8,6.9,2.8,6.2,44.6,0.0,0.0,0.0,1.4,2.1,63.6,2.0,4.1,6.2,0.8,1.4,0.8,1.1,3.3,2.11,132.0,Center,0,1,0,0,0
500,Tyler Ennis,Syracuse,18,2014,PHX,8,7.3,2.8,1.1,2.6,42.9,0.3,0.8,33.3,0.3,0.3,100.0,0.1,0.8,0.9,1.8,1.0,0.0,0.3,0.4,1.91,88.0,Guard,0,0,0,1,0
501,Gary Harris,Michigan State,19,2014,DEN,55,13.1,3.4,1.2,3.9,30.4,0.4,1.9,20.4,0.6,0.9,74.5,0.4,0.8,1.2,0.5,0.7,0.7,0.1,1.3,1.93,95.0,Guard,0,0,0,1,0
502,Mitch McGary,Michigan,21,2014,OKC,32,15.2,6.3,2.8,5.2,53.3,0.0,0.1,0.0,0.8,1.3,62.5,1.7,3.5,5.2,0.4,1.0,0.5,0.5,2.3,2.08,116.0,Forward,0,0,1,0,0
503,Jordan Adams,California-Los Angeles,22,2014,MEM,30,8.3,3.1,1.2,2.9,40.7,0.3,0.8,40.0,0.5,0.8,60.9,0.3,0.6,0.9,0.5,0.5,0.5,0.2,0.8,1.96,95.0,Guard,0,0,0,1,0
504,Rodney Hood,Duke,23,2014,UTA,50,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.9,0.6,0.2,2.4,2.03,94.0,Guard-Forward,0,0,1,1,0
505,Shabazz Napier,Connecticut,24,2014,MIA,51,19.8,5.1,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,1.6,0.8,0.1,1.5,1.83,79.0,Guard,0,0,0,1,0
506,Clint Capela,Elan Chalon (France),25,2014,HOU,12,7.5,2.7,1.2,2.4,48.3,0.0,0.0,0.0,0.3,1.9,17.4,0.8,2.2,3.0,0.2,0.4,0.1,0.8,1.2,2.08,116.0,Center,0,1,0,0,0
507,PJ Hairston,Texas Legends (D-League),26,2014,CHA,45,15.3,5.6,1.9,6.0,32.3,1.1,3.6,30.1,0.7,0.8,86.1,0.5,1.6,2.0,0.5,0.5,0.5,0.3,1.4,1.98,104.0,Forward-Guard,0,0,1,1,0
508,Bogdan Bogdanovic,KK Partizan (Serbia),27,2017,SAC,78,27.9,11.8,4.4,9.9,44.6,1.7,4.2,39.2,1.3,1.5,84.0,0.4,2.5,2.9,3.3,1.6,0.9,0.2,2.2,1.98,102.0,Guard,0,0,0,1,0
509,C.J. Wilcox,Washington,28,2014,LAC,21,4.8,2.0,0.8,1.8,42.1,0.3,0.9,36.8,0.1,0.1,100.0,0.0,0.3,0.3,0.4,0.5,0.1,0.0,0.3,1.96,88.0,Guard,0,0,0,1,0
510,Kyle Anderson,California-Los Angeles,30,2014,SAS,33,10.9,2.2,0.9,2.7,34.8,0.1,0.3,27.3,0.3,0.4,64.3,0.2,2.0,2.2,0.8,0.3,0.5,0.2,0.8,2.06,104.0,Forward-Guard,0,0,1,1,0
511,Damien Inglis,Chorale Roanne Basket (France),31,2015,MIL,20,7.8,1.8,0.7,1.9,35.1,0.2,0.7,23.1,0.4,0.4,87.5,0.1,1.5,1.6,0.5,0.6,0.3,0.2,0.6,2.03,112.0,Forward,0,0,1,0,0
512,KJ McDaniels,Clemson,32,2014,PHI,52,25.4,9.2,3.2,8.1,39.9,0.8,2.8,29.3,1.9,2.5,75.6,1.2,2.5,3.8,1.3,2.0,0.8,1.3,2.3,1.98,93.0,Guard-Forward,0,0,1,1,0
513,Joe Harris,Virginia,33,2014,CLE,51,9.7,2.7,0.9,2.4,40.0,0.6,1.6,36.9,0.2,0.3,60.0,0.1,0.7,0.8,0.5,0.5,0.1,0.0,1.2,1.98,100.0,Guard-Forward,0,0,1,1,0
514,Cleanthony Early,Wichita State,34,2014,NYK,39,16.6,5.4,1.9,5.5,35.5,0.6,2.2,26.2,0.9,1.2,75.0,0.6,1.9,2.5,0.9,1.0,0.6,0.3,1.5,2.03,95.0,Forward,0,0,1,0,0
515,Spencer Dinwiddie,Colorado,38,2014,DET,34,13.4,4.3,1.5,5.0,30.2,0.4,1.9,18.5,0.9,1.0,91.2,0.1,1.3,1.4,3.1,1.0,0.6,0.2,1.6,1.98,98.0,Guard,0,0,0,1,0
516,Jerami Grant,Syracuse,39,2014,PHI,65,21.2,6.3,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3.0,59.1,0.8,2.3,3.0,1.2,1.3,0.6,1.0,2.2,2.03,95.0,Forward,0,0,1,0,0
517,Nikola Jokic,KK Mega Leks (Serbia),41,2015,DEN,80,21.7,10.0,3.8,7.5,51.2,0.4,1.1,33.3,1.9,2.4,81.1,2.3,4.7,7.0,2.4,1.3,1.0,0.6,2.6,2.11,129.0,Center,0,1,0,0,0
518,Nick Johnson,Arizona,42,2014,HOU,28,9.4,2.6,0.9,2.7,34.7,0.2,0.8,23.8,0.6,0.9,68.0,0.5,0.9,1.4,0.4,0.7,0.3,0.1,1.2,1.91,92.0,Guard,0,0,0,1,0
519,Edy Tavares,CB Gran Canaria (Spain),43,2015,ATL,11,6.6,2.3,1.0,1.7,57.9,0.0,0.0,0.0,0.3,0.7,37.5,0.6,1.3,1.9,0.3,0.5,0.1,0.5,0.7,2.21,120.0,Center,0,1,0,0,0
520,Markel Brown,Oklahoma State,44,2014,BKN,47,16.6,4.6,1.6,4.5,36.2,0.4,1.4,26.6,1.0,1.2,82.5,0.3,1.9,2.3,0.8,0.6,0.7,0.3,1.2,1.91,86.0,Guard,0,0,0,1,0
521,Dwight Powell,Stanford,45,2014,BOS,5,1.8,1.8,0.8,1.0,80.0,0.0,0.0,0.0,0.2,0.4,50.0,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.2,2.08,109.0,Forward-Center,0,1,1,0,0
522,Jordan Clarkson,Missouri,46,2014,LAL,59,25,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,0.9,2.3,3.2,3.5,1.6,0.9,0.2,1.8,1.93,88.0,Guard,0,0,0,1,0
523,Cameron Bairstow,New Mexico,49,2014,CHI,18,3.5,0.6,0.2,0.8,21.4,0.0,0.0,0.0,0.2,0.3,80.0,0.3,0.1,0.4,0.1,0.2,0.1,0.1,0.4,2.06,113.0,Forward-Center,0,1,1,0,0
524,Thanasis Antetokounmpo,Delaware 87ers (D-League),51,2015,NYK,2,3.1,3.0,1.5,2.0,75.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.98,99.0,Forward,0,0,1,0,0
525,Semaj Christon,Xavier,55,2016,OKC,64,15.2,2.9,1.2,3.5,34.5,0.2,1.0,19.0,0.3,0.5,54.8,0.3,1.1,1.4,2.0,0.7,0.4,0.1,1.2,1.91,86.0,Guard,0,0,0,1,0
526,Devyn Marble,Iowa,56,2014,ORL,16,13,2.3,0.9,2.8,31.8,0.3,1.4,18.2,0.3,1.0,31.3,0.3,1.6,1.9,1.1,0.6,0.6,0.1,0.9,1.98,91.0,Forward,0,0,1,0,0
527,Jordan McRae,Tennessee,58,2015,PHX,7,11.8,5.3,1.6,3.7,42.3,0.4,1.6,27.3,1.7,2.1,80.0,0.3,0.9,1.1,1.4,0.9,0.4,0.0,1.0,1.96,81.0,Guard,0,0,0,1,0
528,Karl-Anthony Towns,Kentucky,1,2015,MIN,82,32,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2.0,2.2,0.7,1.7,3.0,2.11,112.0,Center-Forward,1,1,1,0,0
529,D'Angelo Russell,Ohio State,2,2015,LAL,80,28.2,13.2,4.9,12.0,41.0,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,2.5,1.2,0.2,1.8,1.93,88.0,Guard,0,0,0,1,0
530,Jahlil Okafor,Duke,3,2015,PHI,53,30,17.5,7.5,14.7,50.8,0.0,0.1,16.7,2.5,3.7,68.6,2.3,4.7,7.0,1.2,2.3,0.4,1.2,2.6,2.08,122.0,Center-Forward,0,1,1,0,0
531,Kristaps Porzingis,CB Sevilla (Spain),4,2015,NYK,72,28.4,14.3,5.2,12.3,42.1,1.1,3.4,33.3,2.8,3.3,83.8,1.8,5.5,7.3,1.3,1.7,0.7,1.9,2.8,2.21,109.0,Forward-Center,0,1,1,0,0
532,Mario Hezonja,FC Barcelona Basquet (Spain),5,2015,ORL,79,17.9,6.1,2.3,5.3,43.3,0.8,2.4,34.9,0.6,0.7,90.7,0.4,1.9,2.2,1.4,1.2,0.5,0.2,1.6,2.03,100.0,Forward-Guard,0,0,1,1,0
533,Stanley Johnson,Arizona,8,2015,DET,73,23.1,8.1,3.1,8.2,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,4.2,1.6,1.6,0.8,0.2,2.4,1.98,110.0,Forward-Guard,0,0,1,1,0
534,Frank Kaminsky,Wisconsin,9,2015,CHA,81,21.1,7.5,2.7,6.5,41.0,0.8,2.5,33.7,1.3,1.8,73.0,0.9,3.3,4.1,1.2,0.7,0.5,0.5,1.6,2.13,109.0,Forward-Center,0,1,1,0,0
535,Justise Winslow,Duke,10,2015,MIA,78,28.6,6.4,2.5,5.9,42.2,0.4,1.5,27.6,1.0,1.5,68.4,1.0,4.1,5.2,1.5,1.2,0.9,0.3,2.4,1.98,101.0,Forward-Guard,0,0,1,1,0
536,Myles Turner,Texas,11,2015,IND,60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2.0,72.7,1.1,4.4,5.5,0.7,1.1,0.4,1.4,2.6,2.11,113.0,Center-Forward,0,1,1,0,0
537,Trey Lyles,Kentucky,12,2015,UTA,80,17.3,6.1,2.4,5.5,43.8,0.6,1.6,38.3,0.7,1.0,69.5,0.7,3.0,3.7,0.7,0.8,0.3,0.2,1.4,2.06,106.0,Forward,0,0,1,0,0
538,Devin Booker,Kentucky,13,2015,PHX,76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84.0,0.4,2.1,2.5,2.6,2.1,0.6,0.3,3.0,1.96,93.0,Guard,0,0,0,1,0
